Precio|Título|Ubicación|Precio por m²|Área|Habitaciones|Baños|Descripción Características|Descripción Título|Última Actualización|Tipo de Propiedad|Enlace de Propiedad|Extras
150000|1 Habitación Apartamento en venta en La Carolina - Quito|Quito, Quito|2206|68|1|1.5|El departamento está ubicado en la ciudad de Quito a una cuadra y media del Parque la Carolina en el edificio One: Características del departamento: - 68,20 m2 - Terraza o balcón...|1 Habitación Apartamento en venta en La Carolina - Quito|Updated: hace 1 mes|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/1-habitación-atico-en-venta-en-la-carolina-quito-en-quito-pichincha-u1909861|Vista de la Montaña, Vista del Parque, Mascotas: Solo pequeñas mascotas, Piscina Privada, Jacuzzi, Gimnasio Privado
180000|4 Habitación Apartamento en venta en Experience Living In The Mountains Of Quito In This Beautiful Condo|Quito, Quito|789|228|4|3|Esta propiedad es un apartamento de 228 m² con 4 habitaciones y 3 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $180,000 ($789/m²).|4 Habitación Apartamento en venta en Experience Living In The Mountains Of Quito In This Beautiful Condo|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/4-habitación-apartamento-en-venta-en-experience-living-in-the-mountains-of-quito-in-this-beautiful-condo-en-quito-pichincha-u525966|N/A
284089|2 Habitación Apartamento en venta en 305: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Cumbaya, Quito|2219|128|2|2|Esta propiedad es un apartamento de 128 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $284,089 ($2,219/m²).|2 Habitación Apartamento en venta en 305: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/2-habitación-apartamento-en-venta-en-305-amazing-condos-in-the-heart-of-cumbaya-just-minutes-from-quito-en-cumbaya-pichincha-u525976|N/A
152865|1 Habitación Apartamento en venta en 205: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Cumbaya, Quito|2426|63|1|1|Esta propiedad es un apartamento de 63 m² con 1 habitación y 1 baño que está disponible para en venta.. Puede comprar esta propiedad a partir de $152,865 ($2,426/m²).|1 Habitación Apartamento en venta en 205: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/1-habitación-apartamento-en-venta-en-205-amazing-condos-in-the-heart-of-cumbaya-just-minutes-from-quito-en-cumbaya-pichincha-u525978|N/A
252434|2 Habitación Apartamento en venta en 202: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Cumbaya, Quito|2234|113|2|2|Esta propiedad es un apartamento de 113 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $252,434 ($2,234/m²).|2 Habitación Apartamento en venta en 202: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/2-habitación-apartamento-en-venta-en-202-amazing-condos-in-the-heart-of-cumbaya-just-minutes-from-quito-en-cumbaya-pichincha-u525980|N/A
99700|3 Habitación Apartamento en venta en Eloy Alfaro - Quito|Quito, Quito|1049|95|3|2|Esta propiedad es un apartamento de 95 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $99,700 ($1,049/m²).|3 Habitación Apartamento en venta en Eloy Alfaro - Quito|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/3-habitación-apartamento-en-venta-en-eloy-alfaro-quito-en-quito-pichincha-u525968|N/A
499000|3 Habitación Apartamento en venta en Incredible Centrally Located Penthouse|Quito, Quito|657|760.01|3|3|Esta propiedad es un apartamento de 760.01 m² con 3 habitaciones y 3 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $499,000 ($657/m²).|3 Habitación Apartamento en venta en Incredible Centrally Located Penthouse|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/3-habitación-apartamento-en-venta-en-incredible-centrally-located-penthouse-en-quito-pichincha-u525974|N/A
271626|3 Habitación Apartamento en venta en 2001: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Cumbaya, Quito|1954|139|3|3|Esta propiedad es un apartamento de 139 m² con 3 habitaciones y 3 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $271,626 ($1,954/m²).|3 Habitación Apartamento en venta en 2001: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/3-habitación-apartamento-en-venta-en-2001-amazing-condos-in-the-heart-of-cumbaya-just-minutes-from-quito-en-cumbaya-pichincha-u525982|N/A
159263|1 Habitación Apartamento en venta en 405: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Cumbaya, Quito|2528|63|1|1|Esta propiedad es un apartamento de 63 m² con 1 habitación y 1 baño que está disponible para en venta.. Puede comprar esta propiedad a partir de $159,263 ($2,528/m²).|1 Habitación Apartamento en venta en 405: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/1-habitación-apartamento-en-venta-en-405-amazing-condos-in-the-heart-of-cumbaya-just-minutes-from-quito-en-cumbaya-pichincha-u525984|N/A
258807|2 Habitación Apartamento en venta en 2003: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Cumbaya, Quito|1931|134|2|2|Esta propiedad es un apartamento de 134 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $258,807 ($1,931/m²).|2 Habitación Apartamento en venta en 2003: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/2-habitación-apartamento-en-venta-en-2003-amazing-condos-in-the-heart-of-cumbaya-just-minutes-from-quito-en-cumbaya-pichincha-u530394|N/A
256289|2 Habitación Apartamento en venta en 102: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Cumbaya, Quito|2268|113|2|2|Esta propiedad es un apartamento de 113 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $256,289 ($2,268/m²).|2 Habitación Apartamento en venta en 102: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/2-habitación-apartamento-en-venta-en-102-amazing-condos-in-the-heart-of-cumbaya-just-minutes-from-quito-en-cumbaya-pichincha-u530396|N/A
290671|3 Habitación Apartamento en venta en 3003: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Cumbaya, Quito|1991|146|3|3|Esta propiedad es un apartamento de 146 m² con 3 habitaciones y 3 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $290,671 ($1,991/m²).|3 Habitación Apartamento en venta en 3003: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/3-habitación-apartamento-en-venta-en-3003-amazing-condos-in-the-heart-of-cumbaya-just-minutes-from-quito-en-cumbaya-pichincha-u530400|N/A
238308|2 Habitación Apartamento en venta en 1002: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Cumbaya, Quito|1953|122|2|2|Esta propiedad es un apartamento de 122 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $238,308 ($1,953/m²).|2 Habitación Apartamento en venta en 1002: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/2-habitación-apartamento-en-venta-en-1002-amazing-condos-in-the-heart-of-cumbaya-just-minutes-from-quito-en-cumbaya-pichincha-u530402|N/A
242238|2 Habitación Apartamento en venta en 1004: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Cumbaya, Quito|1954|124|2|2|Esta propiedad es un apartamento de 124 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $242,238 ($1,954/m²).|2 Habitación Apartamento en venta en 1004: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/2-habitación-apartamento-en-venta-en-1004-amazing-condos-in-the-heart-of-cumbaya-just-minutes-from-quito-en-cumbaya-pichincha-u530410|N/A
312493|3 Habitación Apartamento en venta en 3004: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Cumbaya, Quito|2185|143|3|3|Esta propiedad es un apartamento de 143 m² con 3 habitaciones y 3 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $312,493 ($2,185/m²).|3 Habitación Apartamento en venta en 3004: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/3-habitación-apartamento-en-venta-en-3004-amazing-condos-in-the-heart-of-cumbaya-just-minutes-from-quito-en-cumbaya-pichincha-u530398|N/A
285968|2 Habitación Apartamento en venta en 104: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Cumbaya, Quito|2383|120|2|2|Esta propiedad es un apartamento de 120 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $285,968 ($2,383/m²).|2 Habitación Apartamento en venta en 104: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/2-habitación-apartamento-en-venta-en-104-amazing-condos-in-the-heart-of-cumbaya-just-minutes-from-quito-en-cumbaya-pichincha-u530404|N/A
266026|3 Habitación Apartamento en venta en 2004: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Cumbaya, Quito|1914|139|3|3|Esta propiedad es un apartamento de 139 m² con 3 habitaciones y 3 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $266,026 ($1,914/m²).|3 Habitación Apartamento en venta en 2004: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/3-habitación-apartamento-en-venta-en-2004-amazing-condos-in-the-heart-of-cumbaya-just-minutes-from-quito-en-cumbaya-pichincha-u530406|N/A
255391|3 Habitación Apartamento en venta en 2002: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Cumbaya, Quito|1878|136|3|3|Esta propiedad es un apartamento de 136 m² con 3 habitaciones y 3 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $255,391 ($1,878/m²).|3 Habitación Apartamento en venta en 2002: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/3-habitación-apartamento-en-venta-en-2002-amazing-condos-in-the-heart-of-cumbaya-just-minutes-from-quito-en-cumbaya-pichincha-u530408|N/A
252403|2 Habitación Apartamento en venta en 1003: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Cumbaya, Quito|1942|130|2|2|Esta propiedad es un apartamento de 130 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $252,403 ($1,942/m²).|2 Habitación Apartamento en venta en 1003: Amazing Condos in the Heart of Cumbayá just minutes from Quito|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/2-habitación-apartamento-en-venta-en-1003-amazing-condos-in-the-heart-of-cumbaya-just-minutes-from-quito-en-cumbaya-pichincha-u530412|N/A
321278|2 Habitación Apartamento en venta en 201: Brand-new Condo with One of the Best Views of Quito's Historic Center|Quito, Quito|1947|165|2|2|Esta propiedad es un apartamento de 165 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $321,278 ($1,947/m²).|2 Habitación Apartamento en venta en 201: Brand-new Condo with One of the Best Views of Quito's Historic Center|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/2-habitación-apartamento-en-venta-en-201-brand-new-condo-with-one-of-the-best-views-of-quitos-historic-center-en-quito-pichincha-u551498|N/A
125000|1 Habitación Apartamento en venta en La Carolina - Quito|Quito, Quito|833|150|1|1|Esta propiedad es un apartamento de 150 m² con 1 habitación y 1 baño que está disponible para en venta.. Puede comprar esta propiedad a partir de $125,000 ($833/m²).|1 Habitación Apartamento en venta en La Carolina - Quito|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/1-habitación-apartamento-en-venta-en-la-carolina-quito-en-quito-pichincha-u551514|N/A
323125|3 Habitación Apartamento en venta en #213 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation|Cumbaya, Quito|2411|134|3|2|Esta propiedad es un apartamento de 134 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $323,125 ($2,411/m²).|3 Habitación Apartamento en venta en #213 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/3-habitación-apartamento-en-venta-en-213-kiro-cumbaya-investor-alert-luxury-3br-condo-in-zone-with-high-appreciation-en-cumbaya-pichincha-u552086|N/A
158197|3 Habitación Apartamento en venta en G 707 TORRE CANTABRIA: New Condo For Sale with Views of Quito in Great Location|Quito, Quito|1634|96.83|3|2|Esta propiedad es un apartamento de 96.83 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $158,197 ($1,634/m²).|3 Habitación Apartamento en venta en G 707 TORRE CANTABRIA: New Condo For Sale with Views of Quito in Great Location|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/3-habitación-apartamento-en-venta-en-g-707-torre-cantabria-new-condo-for-sale-with-views-of-quito-in-great-location-en-quito-pichincha-u552136|N/A
136400|1 Habitación Apartamento en venta en #12 Anantara: Exclusive Condo for Sale in Cumbayá|Cumbaya, Quito|1908|71.50|1|1|Esta propiedad es un apartamento de 71.50 m² con 1 habitación y 1 baño que está disponible para en venta.. Puede comprar esta propiedad a partir de $136,400 ($1,908/m²).|1 Habitación Apartamento en venta en #12 Anantara: Exclusive Condo for Sale in Cumbayá|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/1-habitación-apartamento-en-venta-en-12-anantara-exclusive-condo-for-sale-in-cumbaya-en-cumbaya-pichincha-u552162|N/A
318300|3 Habitación Apartamento en venta en #111 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation|Cumbaya, Quito|2393|133|3|2|Esta propiedad es un apartamento de 133 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $318,300 ($2,393/m²).|3 Habitación Apartamento en venta en #111 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/3-habitación-apartamento-en-venta-en-111-kiro-cumbaya-investor-alert-luxury-3br-condo-in-zone-with-high-appreciation-en-cumbaya-pichincha-u552192|N/A
174402|3 Habitación Apartamento en venta en E 1005 TORRE CANTABRIA: New Condo For Sale with Views of Quito in Great Location|Quito, Quito|1713|101.82|3|2|Esta propiedad es un apartamento de 101.82 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $174,402 ($1,713/m²).|3 Habitación Apartamento en venta en E 1005 TORRE CANTABRIA: New Condo For Sale with Views of Quito in Great Location|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/3-habitación-apartamento-en-venta-en-e-1005-torre-cantabria-new-condo-for-sale-with-views-of-quito-in-great-location-en-quito-pichincha-u552026|N/A
271050|2 Habitación Apartamento en venta en #102 KIRO Cumbayá: INVESTOR ALERT! Luxury 2BR Condo in Zone with High Appreciation|Cumbaya, Quito|2487|109|2|2|Esta propiedad es un apartamento de 109 m² con 2 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $271,050 ($2,487/m²).|2 Habitación Apartamento en venta en #102 KIRO Cumbayá: INVESTOR ALERT! Luxury 2BR Condo in Zone with High Appreciation|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/2-habitación-apartamento-en-venta-en-102-kiro-cumbaya-investor-alert-luxury-2br-condo-in-zone-with-high-appreciation-en-cumbaya-pichincha-u553032|N/A
123480|1 Habitación Apartamento en venta en S 103: Beautiful Contemporary Condo for Sale in Cumbayá with Open Floor Plan and Outdoor Living Room|Tumbaco, Quito|1739|71|1|1|Esta propiedad es un apartamento de 71 m² con 1 habitación y 1 baño que está disponible para en venta.. Puede comprar esta propiedad a partir de $123,480 ($1,739/m²).|1 Habitación Apartamento en venta en S 103: Beautiful Contemporary Condo for Sale in Cumbayá with Open Floor Plan and Outdoor Living Room|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/1-habitación-apartamento-en-venta-en-s-103-beautiful-contemporary-condo-for-sale-in-cumbaya-with-open-floor-plan-and-outdoor-living-room-en-tumbaco-pichincha-u552984|N/A
407925|3 Habitación Apartamento en venta en #215 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation|Cumbaya, Quito|2457|166|3|2|Esta propiedad es un apartamento de 166 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $407,925 ($2,457/m²).|3 Habitación Apartamento en venta en #215 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/3-habitación-apartamento-en-venta-en-215-kiro-cumbaya-investor-alert-luxury-3br-condo-in-zone-with-high-appreciation-en-cumbaya-pichincha-u551674|N/A
345150|3 Habitación Apartamento en venta en #112 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation|Cumbaya, Quito|2566|134.50|3|2|Esta propiedad es un apartamento de 134.50 m² con 3 habitaciones y 2 baños que está disponible para en venta.. Puede comprar esta propiedad a partir de $345,150 ($2,566/m²).|3 Habitación Apartamento en venta en #112 KIRO Cumbayá: INVESTOR ALERT! Luxury 3BR Condo in Zone with High Appreciation|Updated: hace 4 años|Apartamento|https://www.fazwaz.com.ec/propiedad-e-Inmueble-venta/3-habitación-apartamento-en-venta-en-112-kiro-cumbaya-investor-alert-luxury-3br-condo-in-zone-with-high-appreciation-en-cumbaya-pichincha-u551898|N/A
